"citation","Experimental System","Experimental System Type","interaction","Modification","name","Phenotypes","Qualifications","Score","selected","shared interaction","shared name","Throughput"
"pubmed:28514442|pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","BCL7A (interacts-with) POTEJ","","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999998, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999997, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999999998|0.999999997","false","interacts-with","BCL7A (interacts-with) POTEJ","High Throughput"
"pubmed:25147182","Affinity Capture-MS","physical","interacts-with","","HUWE1 (interacts-with) HSP90AB1","","",,"false","interacts-with","HUWE1 (interacts-with) HSP90AB1","High Throughput"
"pubmed:25147182","Affinity Capture-MS","physical","interacts-with","","HUWE1 (interacts-with) SF3A3","","",,"false","interacts-with","HUWE1 (interacts-with) SF3A3","High Throughput"
"pubmed:31180492","Affinity Capture-MS","physical","interacts-with","","FANCD2 (interacts-with) C4B","","hit proteins associated with FANCD2 but were not '...at least 1.5-fold higher abundance in the FANCD2 pull-down compared to IgG from synchronized and APH (aphidicolin) treated cells in more than half of the experiments from which they were identified'",,"false","interacts-with","FANCD2 (interacts-with) C4B","High Throughput"
"pubmed:28611215","Affinity Capture-RNA","physical","interacts-with","","HNRNPL (interacts-with) HIPK3","","",,"false","interacts-with","HNRNPL (interacts-with) HIPK3","High Throughput"
"pubmed:27499296","Affinity Capture-MS","physical","interacts-with","","SUGCT (interacts-with) SUGCT","","The scores represent percentile of the interaction (out of all interactions) based on the CompPASS algorithm.","99.9","false","interacts-with","SUGCT (interacts-with) SUGCT","High Throughput"
"pubmed:28611215","Affinity Capture-RNA","physical","interacts-with","","HNRNPL (interacts-with) HUWE1","","",,"false","interacts-with","HNRNPL (interacts-with) HUWE1","High Throughput"
"pubmed:31180492","Affinity Capture-MS","physical","interacts-with","","FANCD2 (interacts-with) CLU","","hit proteins associated with FANCD2 but were not '...at least 1.5-fold higher abundance in the FANCD2 pull-down compared to IgG from synchronized and APH (aphidicolin) treated cells in more than half of the experiments from which they were identified'",,"false","interacts-with","FANCD2 (interacts-with) CLU","High Throughput"
"pubmed:14734538","Affinity Capture-Western","physical","interacts-with","","BSN (interacts-with) UNC13A","","",,"false","interacts-with","BSN (interacts-with) UNC13A","Low Throughput"
"pubmed:8288605|pubmed:8943373","Reconstituted Complex|Affinity Capture-Western|Protein-peptide","physical","interacts-with","","RB1 (interacts-with) RB1","","",,"false","interacts-with","RB1 (interacts-with) RB1","Low Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","SCN4A (interacts-with) FZD8","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.904212448, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.904212448","false","interacts-with","SCN4A (interacts-with) FZD8","High Throughput"
"pubmed:30194290","Proximity Label-MS","physical","interacts-with","","NRAS (interacts-with) GRK6","","BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.","2.853268765","false","interacts-with","NRAS (interacts-with) GRK6","High Throughput"
"pubmed:24981860","Affinity Capture-MS","physical","interacts-with","","SETD1A (interacts-with) KMT2B","","Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11","61.06561204","false","interacts-with","SETD1A (interacts-with) KMT2B","High Throughput"
"pubmed:27173435","Affinity Capture-MS","physical","interacts-with","","USH1C (interacts-with) TUBA3C","","",,"false","interacts-with","USH1C (interacts-with) TUBA3C","High Throughput"
"pubmed:30021884","Proximity Label-MS","physical","interacts-with","","APOB (interacts-with) SPTAN1","","interaction identified using XL-MS (cross-linking mass spectrometry): TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using unfractionated cells or TX100-soluble fractions",,"false","interacts-with","APOB (interacts-with) SPTAN1","High Throughput"
"pubmed:25147182","Affinity Capture-MS","physical","interacts-with","","HUWE1 (interacts-with) YWHAZ","","",,"false","interacts-with","HUWE1 (interacts-with) YWHAZ","High Throughput"
"pubmed:26496610","Affinity Capture-MS","physical","interacts-with","","Rrbp1 (interacts-with) DHX29","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)",,"false","interacts-with","Rrbp1 (interacts-with) DHX29","High Throughput"
"pubmed:28514442|pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","C1D (interacts-with) DIS3","","BioPlex 2.0 HEK 293T cells CompPASS score = 0.988694391, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.783428452, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.890387738, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.988694391|0.783428452","false","interacts-with","C1D (interacts-with) DIS3","High Throughput"
"pubmed:28611215","Affinity Capture-RNA","physical","interacts-with","","HNRNPL (interacts-with) LRRC41","","",,"false","interacts-with","HNRNPL (interacts-with) LRRC41","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","OR2G6 (interacts-with) ATP2B4","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.92505803, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.92505803","false","interacts-with","OR2G6 (interacts-with) ATP2B4","High Throughput"
"pubmed:31180492","Affinity Capture-MS","physical","interacts-with","","FANCD2 (interacts-with) EZR","","hit proteins associated with FANCD2 but were not '...at least 1.5-fold higher abundance in the FANCD2 pull-down compared to IgG from synchronized and APH (aphidicolin) treated cells in more than half of the experiments from which they were identified'",,"false","interacts-with","FANCD2 (interacts-with) EZR","High Throughput"
"pubmed:19766566","Co-localization","physical","interacts-with","","YWHAZ (interacts-with) BRD4","","ChIP",,"false","interacts-with","YWHAZ (interacts-with) BRD4","Low Throughput"
"pubmed:28611215","Affinity Capture-RNA","physical","interacts-with","","HNRNPL (interacts-with) WASF3","","",,"false","interacts-with","HNRNPL (interacts-with) WASF3","High Throughput"
"pubmed:26496610|pubmed:34432599","Affinity Capture-MS|Proximity Label-MS","physical","interacts-with","","RAB7A (interacts-with) MBOAT7","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)|+CCCP WT score 0.06|-CCCP WT score 0|Proximity Label-MS was carried out to identify high confidence protein-protein interactors with FDR<1% (FDR reported)",,"false","interacts-with","RAB7A (interacts-with) MBOAT7","High Throughput"
"pubmed:27684187","Affinity Capture-MS","physical","interacts-with","","BRAF (interacts-with) FASN","","High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).",,"false","interacts-with","BRAF (interacts-with) FASN","High Throughput"
"pubmed:28878014","Affinity Capture-MS","physical","interacts-with","","ZGPAT (interacts-with) SNRNP200","","",,"false","interacts-with","ZGPAT (interacts-with) SNRNP200","High Throughput"
"pubmed:29395067","Proximity Label-MS","physical","interacts-with","","ALG13 (interacts-with) ARID1B","","BioID|High confidence interactions had a SAINTexpress score or AvgP >= 0.95.",,"false","interacts-with","ALG13 (interacts-with) ARID1B","High Throughput"
"pubmed:30021884","Proximity Label-MS","physical","interacts-with","","KRT8 (interacts-with) ZNF708","","interaction identified using XL-MS (cross-linking mass spectrometry): TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using unfractionated cells or TX100-soluble fractions",,"false","interacts-with","KRT8 (interacts-with) ZNF708","High Throughput"
"pubmed:28878014|pubmed:28515276","Affinity Capture-MS","physical","interacts-with","","ZGPAT (interacts-with) PRPF8","","",,"false","interacts-with","ZGPAT (interacts-with) PRPF8","High Throughput"
"pubmed:26496610","Affinity Capture-MS","physical","interacts-with","","PKN2 (interacts-with) MBOAT7","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)",,"false","interacts-with","PKN2 (interacts-with) MBOAT7","High Throughput"
"pubmed:27684187","Affinity Capture-MS","physical","interacts-with","","CCNT1 (interacts-with) RPS27A","","High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).",,"false","interacts-with","CCNT1 (interacts-with) RPS27A","High Throughput"
"pubmed:30194290","Proximity Label-MS","physical","interacts-with","","NRAS (interacts-with) STT3B","","BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.","2.411784097","false","interacts-with","NRAS (interacts-with) STT3B","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","HLA-B (interacts-with) FANCD2","","BioPlex HCT HCT116 cells CompPASS score = 0.999686847, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999686847","false","interacts-with","HLA-B (interacts-with) FANCD2","High Throughput"
"pubmed:19380743","Affinity Capture-MS","physical","interacts-with","","AP2M1 (interacts-with) KRT5","","TAP-tagged AP2M1|exogenous expression of bait",,"false","interacts-with","AP2M1 (interacts-with) KRT5","High Throughput"
"pubmed:10961991|pubmed:23602568","Two-hybrid|Affinity Capture-MS","physical","interacts-with","","HIPK3 (interacts-with) TP53","","Exogenous expresssion of bait",,"false","interacts-with","HIPK3 (interacts-with) TP53","Low Throughput|High Throughput"
"pubmed:15231748","Two-hybrid","physical","interacts-with","","PRKD2 (interacts-with) RRBP1","","",,"false","interacts-with","PRKD2 (interacts-with) RRBP1","High Throughput"
"pubmed:10961991|pubmed:18951877","Two-hybrid|Reconstituted Complex|Affinity Capture-Western","physical","interacts-with","","TDG (interacts-with) TP53","","",,"false","interacts-with","TDG (interacts-with) TP53","Low Throughput"
