"citation","Confidence Value","interaction","Interaction Detection Methods","name","Presence In Other Species","Publication 1st Author","selected","shared interaction","shared name","Source Databases"
"pubmed:10429675|pubmed:9378975|pubmed:11323700|pubmed:10820396|pubmed:11163076|pubmed:12794140|pubmed:11009104|pubmed:12454284|pubmed:9686591|pubmed:9768753|pubmed:28546555","0.9","interacts-with","MI:0492(in vitro)|Reconstituted Complex|Co-crystal Structure|MI:0114(x-ray crystallography)|MI:0096(pull down)|MI:0004(affinity chromatography technology)","HLA-C (interacts-with) KIR2DL1",,"Fan QR (1999)|Kim J (1997)|Fan QR (2001)|Richardson J (2000)|Baba E (2000)|Faure M (2003)|Fan QR (2000)|Boyson JE (2002)|Rajagopalan S (1998)|Val??s-G??mez M (1998)|Chapel A (2017)","false","interacts-with","HLA-C (interacts-with) KIR2DL1","MI:0468(hprd)|biogrid|MI:0462(bind)|MI:0469(intact)"
"pubmed:28514442","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","TMEM52B (interacts-with) CUEDC1",,"Huttlin EL (2017)","false","interacts-with","TMEM52B (interacts-with) CUEDC1","biogrid"
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","RNF213 (interacts-with) HLA-C",,"Ewing RM (2007)","false","interacts-with","RNF213 (interacts-with) HLA-C",
"pubmed:19293945","0.63","interacts-with","MI:0018(two hybrid)","FLNC (interacts-with) ZC3H4",,"Bell R (2009)","false","interacts-with","FLNC (interacts-with) ZC3H4","bell09"
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) STX17",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) STX17","biogrid"
"pubmed:27173435","0.63","interacts-with","MI:0004(affinity chromatography technology)","MAP3K21 (interacts-with) SRGAP2",,"Boldt K (2016)","false","interacts-with","MAP3K21 (interacts-with) SRGAP2","biogrid"
"pubmed:31239290|pubmed:32416067","0.73","interacts-with","MI:0004(affinity chromatography technology)","BRD4 (interacts-with) MAP4",,"Erber L (2019)|Shu S (2020)","false","interacts-with","BRD4 (interacts-with) MAP4",
"pubmed:31871319","0.63","interacts-with","MI:0004(affinity chromatography technology)","RHOQ (interacts-with) ILK",,"Bagci H (2019)","false","interacts-with","RHOQ (interacts-with) ILK",
"pubmed:29395067","0.63","interacts-with","bioid","TNRC6A (interacts-with) CYLD",,"Youn JY (2018)","false","interacts-with","TNRC6A (interacts-with) CYLD",
"pubmed:29395067","0.63","interacts-with","bioid","PABPC1 (interacts-with) HNRNPL",,"Youn JY (2018)","false","interacts-with","PABPC1 (interacts-with) HNRNPL",
"pubmed:27499296","0.63","interacts-with","MI:0004(affinity chromatography technology)","SUGCT (interacts-with) SUGCT",,"Floyd BJ (2016)","false","interacts-with","SUGCT (interacts-with) SUGCT","biogrid"
"pubmed:15694343","0.59","interacts-with","MI:0492(in vitro)|MI:0096(pull down)","PGR (interacts-with) RBM23",,"Dowhan DH (2005)","false","interacts-with","PGR (interacts-with) RBM23","MI:0468(hprd)|i2d|biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP4-11 (interacts-with) ZNF837",,"Luck K (2020)","false","interacts-with","KRTAP4-11 (interacts-with) ZNF837",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","KLC3 (interacts-with) LYST",,"Hein MY (2015)","false","interacts-with","KLC3 (interacts-with) LYST","biogrid|MI:0469(intact)"
"pubmed:16169070|pubmed:21900206|pubmed:22214662|pubmed:25416956|pubmed:32296183|pubmed:29231267","0.74","interacts-with","MI:0018(two hybrid)","PRKRA (interacts-with) PRKRA",,"Stelzl U (2005)|Vinayagam A (2011)|Bennett RL (2012)|Rolland T (2014)|Luck K (2020)|Chukwurah E (2018)","false","interacts-with","PRKRA (interacts-with) PRKRA","MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|i2d|stelzl05"
"pubmed:26641092","0.63","interacts-with","MI:0004(affinity chromatography technology)","U2AF2 (interacts-with) RAB7A",,"Whisenant TC (2015)","false","interacts-with","U2AF2 (interacts-with) RAB7A","biogrid"
"pubmed:29395067","0.63","interacts-with","bioid","PRRC2A (interacts-with) PRRC2C",,"Youn JY (2018)","false","interacts-with","PRRC2A (interacts-with) PRRC2C",
"pubmed:30021884","0.72","interacts-with","MI:0030(cross-linking study)|bioid","DNAH5 (interacts-with) RRBP1",,"Fasci D (2018)","false","interacts-with","DNAH5 (interacts-with) RRBP1","MI:0469(intact)"
"pubmed:23870121|pubmed:29474905|pubmed:31076518","0.88","interacts-with","MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)","SETD1A (interacts-with) TP53",,"Tang Z (2013)|Hoshii T (2018)|Alsulami M (2019)","false","interacts-with","SETD1A (interacts-with) TP53","MI:0469(intact)|biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","DHFR2 (interacts-with) TUBB8",,"Huttlin EL (2021)","false","interacts-with","DHFR2 (interacts-with) TUBB8",
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","URM1 (interacts-with) VCL",,"Havugimana PC (2012)","false","interacts-with","URM1 (interacts-with) VCL","biogrid"
"pubmed:21903422","0.68","interacts-with","MI:0096(pull down)|MI:0004(affinity chromatography technology)","IRF1 (interacts-with) TRAF3",,"Li S (2011)","false","interacts-with","IRF1 (interacts-with) TRAF3","biogrid"
"-","0.0","interacts-with","-","COL5A1 (interacts-with) ITGA2",,,"false","interacts-with","COL5A1 (interacts-with) ITGA2","MI:0470(kegg)|MI:1014(string)"
"pubmed:16902413","0.63","interacts-with","MI:0018(two hybrid)","TTN (interacts-with) FLNA",,"Witt CC (2006)","false","interacts-with","TTN (interacts-with) FLNA","MI:0468(hprd)|MI:0471(mint)|i2d|MI:0469(intact)"
"pubmed:31343991","0.63","interacts-with","MI:0004(affinity chromatography technology)","CUL9 (interacts-with) PTPRN2",,"Wang P (2019)","false","interacts-with","CUL9 (interacts-with) PTPRN2",
"pubmed:32707033","0.56","interacts-with","MI:0096(pull down)","GRK6 (interacts-with) DYNC1H1",,"Buljan M (2020)","false","interacts-with","GRK6 (interacts-with) DYNC1H1",
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) DNAH17",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) DNAH17",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","MRPS18C (interacts-with) PRIM2",,"Huttlin EL (2021)","false","interacts-with","MRPS18C (interacts-with) PRIM2",
"pubmed:25416956|pubmed:32296183","0.73","interacts-with","MI:0018(two hybrid)","THAP7 (interacts-with) THAP7",,"Rolland T (2014)|Luck K (2020)","false","interacts-with","THAP7 (interacts-with) THAP7","biogrid|MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","FTHL17 (interacts-with) NOTCH2NLA",,"Luck K (2020)","false","interacts-with","FTHL17 (interacts-with) NOTCH2NLA",
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) ANKIB1",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) ANKIB1","biogrid"
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","PABPC1 (interacts-with) HLA-B",,"Ewing RM (2007)","false","interacts-with","PABPC1 (interacts-with) HLA-B",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","RPL10 (interacts-with) BAZ1B",,"Hein MY (2015)","false","interacts-with","RPL10 (interacts-with) BAZ1B","biogrid|MI:0469(intact)"
"pubmed:27591049","0.63","interacts-with","MI:0004(affinity chromatography technology)","CYLD (interacts-with) SLC25A5",,"Elliott PR (2016)","false","interacts-with","CYLD (interacts-with) SLC25A5","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","MTSS2 (interacts-with) SCAF1",,"Luck K (2020)","false","interacts-with","MTSS2 (interacts-with) SCAF1",
"pubmed:20618440","0.63","interacts-with","MI:0676(tandem affinity purification)","YWHAZ (interacts-with) KRT8",,"Pozuelo-Rubio M (2010)","false","interacts-with","YWHAZ (interacts-with) KRT8","MI:0471(mint)|MI:0469(intact)"
"pubmed:3027087","0.56","interacts-with","MI:0096(pull down)","PLEC (interacts-with) SPTA1",,"Herrmann H (1987)","false","interacts-with","PLEC (interacts-with) SPTA1","biogrid"
"pubmed:23443559","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) PRRC2A",,"Fogeron ML (0)","false","interacts-with","TP53 (interacts-with) PRRC2A","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","PRKRA (interacts-with) BMS1",,"Huttlin EL (2021)","false","interacts-with","PRKRA (interacts-with) BMS1",
"pubmed:26496610","0.63","interacts-with","MI:0004(affinity chromatography technology)","RAB7A (interacts-with) TRPM7",,"Hein MY (2015)","false","interacts-with","RAB7A (interacts-with) TRPM7","biogrid"
"pubmed:25920683","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","DDX41 (interacts-with) U2AF2",,"Polprasert C (2015)","false","interacts-with","DDX41 (interacts-with) U2AF2","MI:0469(intact)"
"pubmed:20936779","0.63","interacts-with","MI:0018(two hybrid)","APC (interacts-with) TAF1",,"Bandyopadhyay S (2010)","false","interacts-with","APC (interacts-with) TAF1","MI:0469(intact)|biogrid"
"pubmed:11094070|pubmed:9242374|pubmed:16713569","0.86","interacts-with","MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)","RB1 (interacts-with) TBP",,"Hirsch HA (2000)|Shao Z (1997)|Lim J (2006)","false","interacts-with","RB1 (interacts-with) TBP","MI:0468(hprd)|biogrid|i2d|MI:0462(bind)|lim06"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPCL1 (interacts-with) PRKRA",,"Huttlin EL (2021)","false","interacts-with","HNRNPCL1 (interacts-with) PRKRA",
"pubmed:22939624","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","MAP3K9 (interacts-with) HSP90AB1",,"Taipale M (2012)","false","interacts-with","MAP3K9 (interacts-with) HSP90AB1","MI:0469(intact)"
"pubmed:22745667","0.49","interacts-with","-","KHDRBS1 (interacts-with) MYO1C",,"Asbach B (2012)","false","interacts-with","KHDRBS1 (interacts-with) MYO1C","biogrid"
"pubmed:22939629","0.63","interacts-with","MI:0401(biochemical)","CCNT1 (interacts-with) TAF1",,"Havugimana PC (2012)","false","interacts-with","CCNT1 (interacts-with) TAF1","biogrid"
"pubmed:34079125","0.63","interacts-with","bioid","KRT8 (interacts-with) EPPK1",,"Go CD (2021)","false","interacts-with","KRT8 (interacts-with) EPPK1",
"pubmed:25476789","0.63","interacts-with","MI:0004(affinity chromatography technology)","HERC2 (interacts-with) NUP153",,"Galligan JT (2014)","false","interacts-with","HERC2 (interacts-with) NUP153","biogrid"
"pubmed:17493635","0.63","interacts-with","MI:0007(anti tag coimmunoprecipitation)","ZXDA (interacts-with) ZXDA",,"Al-Kandari W (2007)","false","interacts-with","ZXDA (interacts-with) ZXDA","MI:0469(intact)|i2d"
"pubmed:28514442|pubmed:33961781","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","ZNF71 (interacts-with) ZFP62",,"Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","ZNF71 (interacts-with) ZFP62","biogrid"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) SF3A2",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) SF3A2",
"pubmed:11057674","0.52","interacts-with","MI:0492(in vitro)","SERPINA1 (interacts-with) PRSS1",,"Huntington JA (2000)","false","interacts-with","SERPINA1 (interacts-with) PRSS1","MI:0468(hprd)|i2d"
"pubmed:12202484","0.63","interacts-with","MI:0004(affinity chromatography technology)","SVIL (interacts-with) SPTAN1",,"Nebl T (2002)","false","interacts-with","SVIL (interacts-with) SPTAN1","biogrid"
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HLA-B (interacts-with) RAB7A",,"Ewing RM (2007)","false","interacts-with","HLA-B (interacts-with) RAB7A","MI:0469(intact)|i2d"
"pubmed:31059266","0.63","interacts-with","MI:0004(affinity chromatography technology)","NFX1 (interacts-with) SLC25A5",,"Chen X (2019)","false","interacts-with","NFX1 (interacts-with) SLC25A5",
"pubmed:29395067","0.63","interacts-with","bioid","TNRC6A (interacts-with) ALG13",,"Youn JY (2018)","false","interacts-with","TNRC6A (interacts-with) ALG13",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","C1QTNF9B (interacts-with) PLXNA1",,"Huttlin EL (2021)","false","interacts-with","C1QTNF9B (interacts-with) PLXNA1",
"pubmed:34079125","0.63","interacts-with","bioid","CAMSAP2 (interacts-with) SKA3",,"Go CD (2021)","false","interacts-with","CAMSAP2 (interacts-with) SKA3",
"pubmed:30194290|pubmed:30639242|pubmed:34079125","0.74","interacts-with","bioid","KRAS (interacts-with) NF1",,"Adhikari H (2018)|Kovalski JR (2019)|Go CD (2021)","false","interacts-with","KRAS (interacts-with) NF1","MI:0470(kegg)|MI:1014(string)"
"pubmed:28514442|pubmed:33961781","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","MUC20 (interacts-with) AP3S1",,"Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","MUC20 (interacts-with) AP3S1","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-C (interacts-with) MROH1",,"Huttlin EL (2021)","false","interacts-with","HLA-C (interacts-with) MROH1",
"pubmed:16189514|pubmed:19060904|pubmed:25416956","0.74","interacts-with","MI:0018(two hybrid)","RAD54B (interacts-with) RAD54B",,"Rual JF (2005)|Venkatesan K (2008)|Rolland T (2014)","false","interacts-with","RAD54B (interacts-with) RAD54B","MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|i2d|rual05|venkatesan09"
"pubmed:31980649","0.79","interacts-with","MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)","VAV1 (interacts-with) SLC25A5",,"Kennedy SA (2020)","false","interacts-with","VAV1 (interacts-with) SLC25A5",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","MYH7 (interacts-with) SPTAN1",,"Hein MY (2015)","false","interacts-with","MYH7 (interacts-with) SPTAN1","biogrid|MI:0469(intact)"
"pubmed:30194290","0.49","interacts-with","-","NRAS (interacts-with) HLA-A",,"Adhikari H (2018)","false","interacts-with","NRAS (interacts-with) HLA-A",
"pubmed:31871319","0.63","interacts-with","MI:0004(affinity chromatography technology)","RHOQ (interacts-with) ITGA2",,"Bagci H (2019)","false","interacts-with","RHOQ (interacts-with) ITGA2",
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","KMT2D (interacts-with) UTY",,"Marcon E (2014)","false","interacts-with","KMT2D (interacts-with) UTY",
"pubmed:31711961","0.72","interacts-with","MI:0114(x-ray crystallography)","ERVW-1 (interacts-with) ERVW-1",,"Ruigrok K (2019)","false","interacts-with","ERVW-1 (interacts-with) ERVW-1",
"pubmed:10866689|pubmed:19497860","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","TAL1 (interacts-with) RB1",,"Vitelli L (2000)|Hu X (2009)","false","interacts-with","TAL1 (interacts-with) RB1","biogrid|MI:0469(intact)"
"pubmed:20618440","0.63","interacts-with","MI:0676(tandem affinity purification)","YWHAZ (interacts-with) MYH7",,"Pozuelo-Rubio M (2010)","false","interacts-with","YWHAZ (interacts-with) MYH7","MI:0471(mint)|MI:0469(intact)"
"pubmed:31762063","0.63","interacts-with","bioid","CYLD (interacts-with) SKA3",,"Yang XD (2019)","false","interacts-with","CYLD (interacts-with) SKA3",
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","VCL (interacts-with) SPTAN1",,"Hein MY (2015)","false","interacts-with","VCL (interacts-with) SPTAN1","biogrid|MI:0469(intact)"
"pubmed:11073998|pubmed:31375530","0.94","interacts-with","Reconstituted Complex|MI:0096(pull down)|MI:0055(fluorescent resonance energy transfer)","NFX1 (interacts-with) NUP153","taxid:7227(Drosophila melanogaster (Fruit fly))","Herold A (2000)|Ben-Yishay R (2019)","false","interacts-with","NFX1 (interacts-with) NUP153","biogrid|ortho"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","PPIAL4G (interacts-with) VPS13B",,"Huttlin EL (2021)","false","interacts-with","PPIAL4G (interacts-with) VPS13B",
"pubmed:10617615|pubmed:16713569|pubmed:25241761","0.85","interacts-with","MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0428(imaging technique)","TRAF2 (interacts-with) FLNA",,"Leonardi A (2000)|Lim J (2006)|Chen TC (2014)","false","interacts-with","TRAF2 (interacts-with) FLNA","MI:0468(hprd)|biogrid|i2d|lim06|MI:0469(intact)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","TERT (interacts-with) PRKD2",,"Huttlin EL (2021)","false","interacts-with","TERT (interacts-with) PRKD2",
"pubmed:23022380","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)","NOTCH1 (interacts-with) WDR11",,"Yatim A (2012)","false","interacts-with","NOTCH1 (interacts-with) WDR11","biogrid|MI:0469(intact)"
"pubmed:22653443|pubmed:24722987|pubmed:27259994|pubmed:28977907|pubmed:31665549","0.85","interacts-with","MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0096(pull down)","TP53 (interacts-with) HERC2",,"Coffill CR (2012)|Cubillos-Rojas M (2014)|Bai B (2016)|Cubillos-Rojas M (2017)|Garc??a-Cano J (2019)","false","interacts-with","TP53 (interacts-with) HERC2","MI:0469(intact)|MI:0471(mint)|biogrid"
"pubmed:23414517","0.63","interacts-with","MI:0018(two hybrid)","C1QTNF9 (interacts-with) TTN",,"Blandin G (2013)","false","interacts-with","C1QTNF9 (interacts-with) TTN",
"pubmed:25416956|pubmed:32296183","0.86","interacts-with","MI:0018(two hybrid)|MI:0090(protein complementation assay)|MI:0231(mammalian protein protein interaction trap)","KRT6B (interacts-with) KRT38",,"Rolland T (2014)|Luck K (2020)","false","interacts-with","KRT6B (interacts-with) KRT38","biogrid|MI:0469(intact)"
"pubmed:34079125","0.63","interacts-with","bioid","VCL (interacts-with) HNRNPCL1",,"Go CD (2021)","false","interacts-with","VCL (interacts-with) HNRNPCL1",
