citation,Confidence Value,evidence: CCMI,evidence: Co-dependence,evidence: mRNA co-expression,evidence: Physical,evidence: Protein co-expression,evidence: Sequence similarity,Experimental System,Experimental System Type,FBS_max,Integrated score,interaction,Interaction Detection Methods,LLS,Modification,name,PFC,Phenotypes,Presence In Other Species,Publication 1st Author,Qualifications,Score,selected,shared interaction,shared name,Source Databases,Throughput
pubmed:28514442|pubmed:33961781,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,DDX41 (interacts-with) CSNK2A1,,,,,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.99288022, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.99418062, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.991706562, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.99288022|0.99418062,false,interacts-with,DDX41 (interacts-with) CSNK2A1,,High Throughput
pubmed:28514442|pubmed:25920683,0.82,0,0.153,0.154,0.371,0.164,0.016,Affinity Capture-MS,physical,,0.211,interacts-with,MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology),,,DDX41 (interacts-with) SRRM2,,,,Polprasert C (2015)|Huttlin EL (2017),"BioPlex 2.0 HEK 293T cells CompPASS score = 0.8178452, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",0.8178452,false,interacts-with,DDX41 (interacts-with) SRRM2,MI:0469(intact)|biogrid,High Throughput
pubmed:25416956|pubmed:32296183,0.86,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid)|MI:0090(protein complementation assay)|MI:0231(mammalian protein protein interaction trap),,,KRT6B (interacts-with) KRT38,,,,Rolland T (2014)|Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,KRT6B (interacts-with) KRT38,biogrid|MI:0469(intact),High Throughput
pubmed:22424946,,,,,,,,Affinity Capture-Western,physical,,,interacts-with,,,,LARS (interacts-with) RPTOR,,,,,,,false,interacts-with,LARS (interacts-with) RPTOR,,Low Throughput
pubmed:30033366,,,,,,,,Negative Genetic,genetic,,,interacts-with,,,,LARS (interacts-with) LARS,,Growth abnormality,,,CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -4.312913468|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction),-4.312913468,false,interacts-with,LARS (interacts-with) LARS,,High Throughput
pubmed:27684187,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,LARS (interacts-with) ATP6V1A,,,,,High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).,,false,interacts-with,LARS (interacts-with) ATP6V1A,,High Throughput
pubmed:27684187,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,LARS (interacts-with) HSP90AB1,,,,,High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).,,false,interacts-with,LARS (interacts-with) HSP90AB1,,High Throughput
pubmed:27684187,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,LARS (interacts-with) CAD,,,,,High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).,,false,interacts-with,LARS (interacts-with) CAD,,High Throughput
pubmed:16189514|pubmed:19060904|pubmed:25416956,0.74,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,RAD54B (interacts-with) RAD54B,,,,Rual JF (2005)|Venkatesan K (2008)|Rolland T (2014),Human proteins expressed in S. cerevisiae,,false,interacts-with,RAD54B (interacts-with) RAD54B,MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|i2d|rual05|venkatesan09,High Throughput
pubmed:21653829,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) VWF,,,,Sakai Y (2011),,,false,interacts-with,HOXA1 (interacts-with) VWF,,High Throughput
pubmed:21653829,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) NOTCH1,,,,Sakai Y (2011),,,false,interacts-with,HOXA1 (interacts-with) NOTCH1,,High Throughput
pubmed:25416956|pubmed:21653829|pubmed:32296183,0.74,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) KRTAP4-11,,,,Rolland T (2014)|Luck K (2020)|Sakai Y (2011),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP4-11,biogrid|MI:0469(intact),High Throughput
pubmed:25416956|pubmed:32296183,0.73,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) KRTAP10-8,,,,Rolland T (2014)|Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP10-8,biogrid|MI:0469(intact),High Throughput
pubmed:25416956,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) ALG13,,,,Rolland T (2014),,,false,interacts-with,HOXA1 (interacts-with) ALG13,biogrid|MI:0469(intact),High Throughput
pubmed:25416956|pubmed:32296183,0.73,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) KRT38,,,,Rolland T (2014)|Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRT38,biogrid|MI:0469(intact),High Throughput
pubmed:25416956|pubmed:21516116|pubmed:27382069|pubmed:32296183|pubmed:23088713|pubmed:30886144,0.83,,,,,,,Two-hybrid|PCA,physical,,,interacts-with,MI:0018(two hybrid)|MI:0090(protein complementation assay),,,HOXA1 (interacts-with) HOXA1,,,,Yu H (2011)|Lambert B (2012)|Rolland T (2014)|Taminiau A (2016)|Kov??cs IA (2019)|Luck K (2020),"Source of HOXA1 not clear|This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) HOXA1,MI:0471(mint)|MI:0469(intact)|biogrid,High Throughput|Low Throughput
pubmed:25416956|pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) KRTAP5-9,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP5-9,,High Throughput
pubmed:32296183,0.73,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0231(mammalian protein protein interaction trap)|MI:0018(two hybrid),,,HOXA1 (interacts-with) KRTAP5-4,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP5-4,,High Throughput
pubmed:32296183,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) LCE1F,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) LCE1F,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) KRTAP10-7,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP10-7,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) RBP3,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) RBP3,,High Throughput
pubmed:32296183,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) CYP21A2,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) CYP21A2,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) KRTAP1-5,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP1-5,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) KRTAP5-11,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP5-11,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) KPRP,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KPRP,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) ZNF587,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) ZNF587,,High Throughput
pubmed:32296183,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) KRTAP4-5,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP4-5,,High Throughput
pubmed:32296183,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) KRTAP5-2,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) KRTAP5-2,,High Throughput
pubmed:32296183,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) LCE2A,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) LCE2A,,High Throughput
pubmed:32296183,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,HOXA1 (interacts-with) MYPOP,,,,Luck K (2020),"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) MYPOP,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,HOXA1 (interacts-with) C17orf70,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,HOXA1 (interacts-with) C17orf70,,High Throughput
